07:40:38	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:40	   [7]apache2 OK 2h 57m 0.5% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:42	   [7]apache2 OK 2h 57m 0.5% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:44	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:46	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:48	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:50	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:52	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:54	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:56	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:58	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:40:59	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:01	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:03	   [7]apache2 OK 2h 57m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:05	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:07	   [7]apache2 OK 2h 58m 1.5% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:09	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:11	   [7]apache2 OK 2h 58m 0.0% 0.0% [0 B] 0 B/s 0 B/s
07:41:13	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:14	   [7]apache2 OK 2h 58m 0.5% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:16	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:18	   [7]apache2 OK 2h 58m 0.5% 1.2% [23.6 MB] 0 B/s 0 B/s
07:41:20	   [7]apache2 OK 2h 58m 0.0% 0.0% [0 B] 0 B/s 0 B/s
07:41:22	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.7 MB] 0 B/s 0 B/s
07:41:23	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.7 MB] 0 B/s 0 B/s
07:41:25	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.7 MB] 0 B/s 0 B/s
07:41:27	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.7 MB] 0 B/s 0 B/s
07:41:29	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.7 MB] 0 B/s 0 B/s
07:41:31	   [7]apache2 OK 2h 58m 0.5% 1.2% [23.7 MB] 0 B/s 0 B/s
07:41:32	   [7]apache2 OK 2h 58m 0.0% 1.2% [23.7 MB] 0 B/s 0 B/s
